ID,Timestamp,texte_clean,year,month,day_str,month_str
961944141414158347,2022-04-08 11:02:35.371000+00:00,ete,2022,4,Vendredi,Avril
961944121881288774,2022-04-08 11:02:30.714000+00:00,week end semaine prochain,2022,4,Vendredi,Avril
961758891509710870,2022-04-07 22:46:28.352000+00:00,terminer chapitre ailleurs dodo,2022,4,Jeudi,Avril
961758698827554826,2022-04-07 22:45:42.413000+00:00,consulte fichier site,2022,4,Jeudi,Avril
961758638073073664,2022-04-07 22:45:27.928000+00:00,moment ouvrir modifier limite creer drol creer script max dp sensei arrive percut couille rage,2022,4,Jeudi,Avril
961758334329966632,2022-04-07 22:44:15.510000+00:00,format sepcial excel permettre utilise modifier sou python,2022,4,Jeudi,Avril
961735749923926066,2022-04-07 21:14:30.968000+00:00,tombe package csv utiliser python appliquer,2022,4,Jeudi,Avril
961735663848423445,2022-04-07 21:14:10.446000+00:00,tilter donnee ff log exportabler format csv,2022,4,Jeudi,Avril
960991292656091136,2022-04-05 19:56:18.524000+00:00,post it ecran,2022,4,Mardi,Avril
960987780954083409,2022-04-05 19:42:21.269000+00:00,inite joli carnet spiral feuille copie double python,2022,4,Mardi,Avril
960987557351534682,2022-04-05 19:41:27.958000+00:00,pretendre loin bosse caper recherche placement terrain,2022,4,Mardi,Avril
960929890444664842,2022-04-05 15:52:19.096000+00:00,honnetement mignon thimothe,2022,4,Mardi,Avril
960929665554481173,2022-04-05 15:51:25.478000+00:00,connai piece importance conster,2022,4,Mardi,Avril
960929573376233472,2022-04-05 15:51:03.501000+00:00,conster,2022,4,Mardi,Avril
960929421362094142,2022-04-05 15:50:27.258000+00:00,pire,2022,4,Mardi,Avril
960905642523103282,2022-04-05 14:15:57.941000+00:00,decide noah adorable rester retraire,2022,4,Mardi,Avril
960905567885475912,2022-04-05 14:15:40.146000+00:00,sembler logique bail info monde,2022,4,Mardi,Avril
960904393346150420,2022-04-05 14:11:00.114000+00:00,ramene fleur savai      ,2022,4,Mardi,Avril
960904297879597186,2022-04-05 14:10:37.353000+00:00,message groupe telephone soeur femme competence annee,2022,4,Mardi,Avril
960904153314496572,2022-04-05 14:10:02.886000+00:00,mere ete rapide pre heure demie,2022,4,Mardi,Avril
960904090139885648,2022-04-05 14:09:47.824000+00:00,photo bel soeur inquiet,2022,4,Mardi,Avril
960903809117351968,2022-04-05 14:08:40.823000+00:00,ahh,2022,4,Mardi,Avril
960903689277689909,2022-04-05 14:08:12.251000+00:00,soeur arret garder fil,2022,4,Mardi,Avril
960903641437437993,2022-04-05 14:08:00.845000+00:00,genre nounou positif covid,2022,4,Mardi,Avril
960903607048347688,2022-04-05 14:07:52.646000+00:00,cresu mere courant courant,2022,4,Mardi,Avril
960903495958007858,2022-04-05 14:07:26.160000+00:00,julie,2022,4,Mardi,Avril
960903437510402161,2022-04-05 14:07:12.225000+00:00,maniere luire offrir accepter,2022,4,Mardi,Avril
960885444634091520,2022-04-05 12:55:42.389000+00:00,soeur refroidir peluche achete final amie elaudi,2022,4,Mardi,Avril
960885316682678342,2022-04-05 12:55:11.883000+00:00,luire offrir anneau dentition tard sophie girafe coussin,2022,4,Mardi,Avril
960885211195904010,2022-04-05 12:54:46.733000+00:00,rassurer,2022,4,Mardi,Avril
960883824005365882,2022-04-05 12:49:16.001000+00:00,bienvenu monde tata,2022,4,Mardi,Avril
960883772352524288,2022-04-05 12:49:03.686000+00:00,ohh felicitation soeur,2022,4,Mardi,Avril
960272269765136456,2022-04-03 20:19:10.108000+00:00,arriver detendre valoir mieux pause,2022,4,Dimanche,Avril
960272069927501835,2022-04-03 20:18:22.463000+00:00,oh chieur,2022,4,Dimanche,Avril
960249540437499905,2022-04-03 18:48:51.014000+00:00,mirage,2022,4,Dimanche,Avril
960249479829782559,2022-04-03 18:48:36.564000+00:00,sexy tas cendre demande gerald avis,2022,4,Dimanche,Avril
960249193849577592,2022-04-03 18:47:28.381000+00:00,meur sadique tank,2022,4,Dimanche,Avril
959144745949606021,2022-03-31 17:38:47.482000+00:00,chance degonfle baudruche,2022,3,Jeudi,Mars
959144386300620934,2022-03-31 17:37:21.735000+00:00,fan luire reconnaître,2022,3,Jeudi,Mars
959144341740351600,2022-03-31 17:37:11.111000+00:00,nyx cote pete capable compter figurant zen,2022,3,Jeudi,Mars
959136714398507088,2022-03-31 17:06:52.611000+00:00,sac nuds histoire,2022,3,Jeudi,Mars
959136644177494037,2022-03-31 17:06:35.869000+00:00,han,2022,3,Jeudi,Mars
958737182896566372,2022-03-30 14:39:16.878000+00:00,remarquer sensei jouer heure monde permettre rester foutr faciliter jeu,2022,3,Mercredi,Mars
958736856701349918,2022-03-30 14:37:59.107000+00:00,vexer sensei risque bouder,2022,3,Mercredi,Mars
958736795565166622,2022-03-30 14:37:44.531000+00:00,clairement idee,2022,3,Mercredi,Mars
958722668771823627,2022-03-30 13:41:36.441000+00:00,oo,2022,3,Mercredi,Mars
958437111256727583,2022-03-29 18:46:54.224000+00:00,sorciere aimee,2022,3,Mardi,Mars
958437087395344424,2022-03-29 18:46:48.535000+00:00,sai serie,2022,3,Mardi,Mars
957758775304011796,2022-03-27 21:51:26.330000+00:00,ahhhh,2022,3,Dimanche,Mars
957736395575816202,2022-03-27 20:22:30.587000+00:00,gagner oo,2022,3,Dimanche,Mars
957736362252050472,2022-03-27 20:22:22.642000+00:00,heu,2022,3,Dimanche,Mars
957730886076493904,2022-03-27 20:00:37.020000+00:00,retrouve gerald,2022,3,Dimanche,Mars
957730756740939887,2022-03-27 20:00:06.184000+00:00,marre,2022,3,Dimanche,Mars
957730729431805962,2022-03-27 19:59:59.673000+00:00,mouaif,2022,3,Dimanche,Mars
957700151047245844,2022-03-27 17:58:29.218000+00:00,prochain,2022,3,Dimanche,Mars
957700131862478898,2022-03-27 17:58:24.644000+00:00,marre     galer eter sherry,2022,3,Dimanche,Mars
957699972181139516,2022-03-27 17:57:46.573000+00:00,blasee blesse,2022,3,Dimanche,Mars
957699947053080636,2022-03-27 17:57:40.582000+00:00,galer,2022,3,Dimanche,Mars
957699708502044733,2022-03-27 17:56:43.707000+00:00,conversation,2022,3,Dimanche,Mars
957699656572346408,2022-03-27 17:56:31.326000+00:00,choque,2022,3,Dimanche,Mars
957687556781269112,2022-03-27 17:08:26.511000+00:00,ahh,2022,3,Dimanche,Mars
957345990334115891,2022-03-26 18:31:10.724000+00:00,taire cuisiner tranquille,2022,3,Samedi,Mars
957311797705183242,2022-03-26 16:15:18.566000+00:00,normal,2022,3,Samedi,Mars
957311784824500274,2022-03-26 16:15:15.495000+00:00,mine fer mine cuivre lost arch,2022,3,Samedi,Mars
957311731242262628,2022-03-26 16:15:02.720000+00:00,vien capter,2022,3,Samedi,Mars
957230212611985428,2022-03-26 10:51:07.164000+00:00,jeu jour,2022,3,Samedi,Mars
957230149902929970,2022-03-26 10:50:52.213000+00:00,chang code exemple,2022,3,Samedi,Mars
957227835733446686,2022-03-26 10:41:40.472000+00:00,ici commencer liste vide appelee titre ensuite boucle element liste titres_b ajouter uniquement chaine titre liste titre liste titre contenir liste chaine titre page html,2022,3,Samedi,Mars
957215237864554516,2022-03-26 09:51:36.906000+00:00,bouger laisse temps site utilise bug,2022,3,Samedi,Mars
957215086135627896,2022-03-26 09:51:00.731000+00:00,rejoindre,2022,3,Samedi,Mars
957214980632105080,2022-03-26 09:50:35.577000+00:00,maniere bloquee,2022,3,Samedi,Mars
957214887870890025,2022-03-26 09:50:13.461000+00:00,soir marre pc,2022,3,Samedi,Mars
957214871085277184,2022-03-26 09:50:09.459000+00:00,moment occuper bcp recherche codage,2022,3,Samedi,Mars
957214823106641940,2022-03-26 09:49:58.020000+00:00,temps jouer ff,2022,3,Samedi,Mars
957214727296135198,2022-03-26 09:49:35.177000+00:00,ff alle chercher dernier justement jouer,2022,3,Samedi,Mars
957213754444099665,2022-03-26 09:45:43.231000+00:00,recu gala,2022,3,Samedi,Mars
957213708680040500,2022-03-26 09:45:32.320000+00:00,salut desole derniere fois temps ecrire ps ben apre ose vocal court inscrire soiree carte sensei duducks inscrire tombe eau connaitre contact tendance delaisser vivant stimulus reagit temps ben arranger apre oublier donner apre long periode perso partager passion commun jeu eventuellement parl prive sujet jeu connecter sadique ben retrouver pis retourne passion lore ffxiv,2022,3,Samedi,Mars
956670812813934592,2022-03-24 21:48:15.859000+00:00,super vite essentiel marche tenter entrer pate sablee meringue puree noisette creme utiliser nause,2022,3,Jeudi,Mars
956663997120258158,2022-03-24 21:21:10.871000+00:00,connaître surprendre youtubeuse dessert ff,2022,3,Jeudi,Mars
956306426660278272,2022-03-23 21:40:19.430000+00:00,oeuf ddans donjon,2022,3,Mercredi,Mars
956288572892250203,2022-03-23 20:29:22.760000+00:00,nuit,2022,3,Mercredi,Mars
956288503568810035,2022-03-23 20:29:06.232000+00:00,fiche paix,2022,3,Mercredi,Mars
956288367715295282,2022-03-23 20:28:33.842000+00:00,fai calle film,2022,3,Mercredi,Mars
956288315001294898,2022-03-23 20:28:21.274000+00:00,avai prevu soiree,2022,3,Mercredi,Mars
956288235745718372,2022-03-23 20:28:02.378000+00:00,samedi,2022,3,Mercredi,Mars
956288206238793728,2022-03-23 20:27:55.343000+00:00,persuadee eter soir ff,2022,3,Mercredi,Mars
956288121362874418,2022-03-23 20:27:35.107000+00:00,bouh,2022,3,Mercredi,Mars
953734635932766268,2022-03-16 19:20:56.739000+00:00,raison,2022,3,Mercredi,Mars
953734471285354547,2022-03-16 19:20:17.484000+00:00,soir passe soiree ff,2022,3,Mercredi,Mars
953733581006585957,2022-03-16 19:16:45.225000+00:00,appart,2022,3,Mercredi,Mars
953733558390898698,2022-03-16 19:16:39.833000+00:00,arguer eter eter evident,2022,3,Mercredi,Mars
953733264294674512,2022-03-16 19:15:29.715000+00:00,serieux,2022,3,Mercredi,Mars
953732048185602158,2022-03-16 19:10:39.772000+00:00,tour,2022,3,Mercredi,Mars
953732007236624464,2022-03-16 19:10:30.009000+00:00,mouhahahaha,2022,3,Mercredi,Mars
953640046630670357,2022-03-16 13:05:04.892000+00:00,mystere sensei,2022,3,Mercredi,Mars
953331941535547412,2022-03-15 16:40:46.913000+00:00,sensei lacher anni samedi ig luire remonter moral,2022,3,Mardi,Mars
953030427935916052,2022-03-14 20:42:40.469000+00:00,assumer,2022,3,Lundi,Mars
953027076364066846,2022-03-14 20:29:21.392000+00:00,demande espere histoire atteindre jour pete forcement,2022,3,Lundi,Mars
952984173658931230,2022-03-14 17:38:52.590000+00:00,emmerde excuse mieux sert circonstance,2022,3,Lundi,Mars
952983993102508094,2022-03-14 17:38:09.542000+00:00,sai impression tourne tre rond,2022,3,Lundi,Mars
952983224118816829,2022-03-14 17:35:06.202000+00:00,clairement,2022,3,Lundi,Mars
952982979255365632,2022-03-14 17:34:07.822000+00:00,luire,2022,3,Lundi,Mars
952982914444984370,2022-03-14 17:33:52.370000+00:00,clairement assumer,2022,3,Lundi,Mars
952982845100535838,2022-03-14 17:33:35.837000+00:00,else avouer gros perte adresser quasiment sherry,2022,3,Lundi,Mars
952982577529122877,2022-03-14 17:32:32.043000+00:00,ronger vraiment persuadee avai post auberge offusquer,2022,3,Lundi,Mars
952982223341093024,2022-03-14 17:31:07.598000+00:00,luire pleureuse,2022,3,Lundi,Mars
952982183033843722,2022-03-14 17:30:57.988000+00:00,mdr,2022,3,Lundi,Mars
952943981304619048,2022-03-14 14:59:09.986000+00:00,prise candidature interesse manque connaissance file doc puisse palier session septembre priori chance,2022,3,Lundi,Mars
952865578064936971,2022-03-14 09:47:37.197000+00:00,facile,2022,3,Lundi,Mars
952860216381284352,2022-03-14 09:26:18.872000+00:00,mode fouin,2022,3,Lundi,Mars
952860165714104340,2022-03-14 09:26:06.792000+00:00,avai raison,2022,3,Lundi,Mars
952686676411568158,2022-03-13 21:56:43.719000+00:00,declarer fondateur donne signe vie sourir,2022,3,Dimanche,Mars
952686320910753822,2022-03-13 21:55:18.961000+00:00,vraie discussion,2022,3,Dimanche,Mars
952686255567671360,2022-03-13 21:55:03.382000+00:00,debut,2022,3,Dimanche,Mars
952672360337653861,2022-03-13 20:59:50.501000+00:00,pis,2022,3,Dimanche,Mars
952672301235712010,2022-03-13 20:59:36.410000+00:00,maniere luire manquer rester bcp monde contact regulier,2022,3,Dimanche,Mars
952670857388511372,2022-03-13 20:53:52.170000+00:00,cer,2022,3,Dimanche,Mars
952661131686715543,2022-03-13 20:15:13.382000+00:00,debilu pose victime taire fonda joue taire perdre to grade mieux taire,2022,3,Dimanche,Mars
952213425730248764,2022-03-12 14:36:11.964000+00:00,vraiment importer,2022,3,Samedi,Mars
952213391425036385,2022-03-12 14:36:03.785000+00:00,maniere solution simple,2022,3,Samedi,Mars
952211822679830579,2022-03-12 14:29:49.767000+00:00,arriver resultat code parvenir resultat interesse,2022,3,Samedi,Mars
952211717071470662,2022-03-12 14:29:24.588000+00:00,solution solution,2022,3,Samedi,Mars
952211672351780894,2022-03-12 14:29:13.926000+00:00,taper code marche ok gouree affiche solution,2022,3,Samedi,Mars
952211522619342948,2022-03-12 14:28:38.227000+00:00,demande taper code obtenir resultat,2022,3,Samedi,Mars
952211464448528446,2022-03-12 14:28:24.358000+00:00,exemple pedagogie ratee open classroom,2022,3,Samedi,Mars
952169805736181780,2022-03-12 11:42:52.147000+00:00,pourer change,2022,3,Samedi,Mars
952158956481036358,2022-03-12 10:59:45.483000+00:00,sontn uste fouine,2022,3,Samedi,Mars
952158679317245972,2022-03-12 10:58:39.402000+00:00,facile,2022,3,Samedi,Mars
952158413213827122,2022-03-12 10:57:35.958000+00:00,facile force,2022,3,Samedi,Mars
952158386802294794,2022-03-12 10:57:29.661000+00:00,monde geule,2022,3,Samedi,Mars
952158335694671902,2022-03-12 10:57:17.476000+00:00,affiche,2022,3,Samedi,Mars
952150872664711188,2022-03-12 10:27:38.151000+00:00,virer sherry else nana belge,2022,3,Samedi,Mars
952150759053615144,2022-03-12 10:27:11.064000+00:00,sensei garder sherry ptit pote luire permettre jouer fouine passage geule,2022,3,Samedi,Mars
951607983463346266,2022-03-10 22:30:23.279000+00:00,gouter jour,2022,3,Jeudi,Mars
951606653659258931,2022-03-10 22:25:06.229000+00:00,sensei probleme,2022,3,Jeudi,Mars
951586124982284308,2022-03-10 21:03:31.811000+00:00,aimer sentir rejoindre roster nym rester sensei,2022,3,Jeudi,Mars
951586054870302790,2022-03-10 21:03:15.095000+00:00,abus,2022,3,Jeudi,Mars
951585547577622648,2022-03-10 21:01:14.147000+00:00,gg,2022,3,Jeudi,Mars
951584880049942609,2022-03-10 20:58:34.996000+00:00,ll rage sensei eme dps,2022,3,Jeudi,Mars
950518231607693312,2022-03-07 22:20:06.190000+00:00,yoda corner,2022,3,Lundi,Mars
950518203782668358,2022-03-07 22:19:59.556000+00:00,tilter yoder vieux rejoindre donjon,2022,3,Lundi,Mars
950466483681640528,2022-03-07 18:54:28.523000+00:00,temps jouer lost ark ff arceus,2022,3,Lundi,Mars
950466411845804133,2022-03-07 18:54:11.396000+00:00,moment jouer,2022,3,Lundi,Mars
950122555744870482,2022-03-06 20:07:49.713000+00:00,courag,2022,3,Dimanche,Mars
950109345088155738,2022-03-06 19:15:20.047000+00:00,ser splus,2022,3,Dimanche,Mars
950109315849666610,2022-03-06 19:15:13.076000+00:00,sadique,2022,3,Dimanche,Mars
950108654181425172,2022-03-06 19:12:35.322000+00:00,map,2022,3,Dimanche,Mars
950108630932394095,2022-03-06 19:12:29.779000+00:00,symbol eter cache sou,2022,3,Dimanche,Mars
950108536199872592,2022-03-06 19:12:07.193000+00:00,ahh,2022,3,Dimanche,Mars
950107977094934559,2022-03-06 19:09:53.892000+00:00,verger fleur passage zone communiquant,2022,3,Dimanche,Mars
950011539455356959,2022-03-06 12:46:41.367000+00:00,papoter,2022,3,Dimanche,Mars
950011511697473546,2022-03-06 12:46:34.749000+00:00,inversion,2022,3,Dimanche,Mars
950011487957688431,2022-03-06 12:46:29.089000+00:00,bot vendeur,2022,3,Dimanche,Mars
950011471205642360,2022-03-06 12:46:25.095000+00:00,heu,2022,3,Dimanche,Mars
950011432618033162,2022-03-06 12:46:15.895000+00:00,vendeur bot,2022,3,Dimanche,Mars
950011406307176469,2022-03-06 12:46:09.622000+00:00,ahh tchat disparer,2022,3,Dimanche,Mars
949695637509795950,2022-03-05 15:51:24.474000+00:00,taire basket presse,2022,3,Samedi,Mars
949672446787723294,2022-03-05 14:19:15.375000+00:00,preferer compte rester prefere jouer pepeere autant aide,2022,3,Samedi,Mars
949672349937041418,2022-03-05 14:18:52.284000+00:00,quete don guild,2022,3,Samedi,Mars
949429692509876245,2022-03-04 22:14:38.245000+00:00,nuit,2022,3,Vendredi,Mars
949429669676060705,2022-03-04 22:14:32.801000+00:00,oublier menage demain,2022,3,Vendredi,Mars
949429622108454932,2022-03-04 22:14:21.460000+00:00,peinard,2022,3,Vendredi,Mars
949429597349502986,2022-03-04 22:14:15.557000+00:00,laisse heure,2022,3,Vendredi,Mars
949429541187764284,2022-03-04 22:14:02.167000+00:00,cool,2022,3,Vendredi,Mars
949429490944204810,2022-03-04 22:13:50.188000+00:00,eter appel,2022,3,Vendredi,Mars
949429461122695238,2022-03-04 22:13:43.078000+00:00,eter gros,2022,3,Vendredi,Mars
949429238677786705,2022-03-04 22:12:50.043000+00:00,rire paix,2022,3,Vendredi,Mars
949429187586977853,2022-03-04 22:12:37.862000+00:00,troll,2022,3,Vendredi,Mars
949394298581962842,2022-03-04 19:53:59.675000+00:00,gerald mode peper,2022,3,Vendredi,Mars
949394251760939099,2022-03-04 19:53:48.512000+00:00,plaisir,2022,3,Vendredi,Mars
949393941411811398,2022-03-04 19:52:34.519000+00:00,compte eter inutile pied,2022,3,Vendredi,Mars
949393800743243808,2022-03-04 19:52:00.981000+00:00,oh,2022,3,Vendredi,Mars
949393764349251625,2022-03-04 19:51:52.304000+00:00,ok,2022,3,Vendredi,Mars
949393699828289607,2022-03-04 19:51:36.921000+00:00,ahh,2022,3,Vendredi,Mars
949393487806214214,2022-03-04 19:50:46.371000+00:00,demander jouer lost ark,2022,3,Vendredi,Mars
949393281882673173,2022-03-04 19:49:57.275000+00:00,fouine,2022,3,Vendredi,Mars
949393267139706941,2022-03-04 19:49:53.760000+00:00,amie eter ff probleme quelqu eter lost ark co serveur,2022,3,Vendredi,Mars
949393023677116477,2022-03-04 19:48:55.714000+00:00,poser question,2022,3,Vendredi,Mars
949050659896979477,2022-03-03 21:08:29.828000+00:00,besoin reflechir tete reposee,2022,3,Jeudi,Mars
949050542485827584,2022-03-03 21:08:01.835000+00:00,joindre entretien,2022,3,Jeudi,Mars
949050518062379019,2022-03-03 21:07:56.012000+00:00,accroche cv,2022,3,Jeudi,Mars
949050446104907776,2022-03-03 21:07:38.856000+00:00,soiree chance,2022,3,Jeudi,Mars
949050418518970458,2022-03-03 21:07:32.279000+00:00,bloquer dormir mieux repenser demain matin,2022,3,Jeudi,Mars
949050335333343332,2022-03-03 21:07:12.446000+00:00,couper anime,2022,3,Jeudi,Mars
949050209479032832,2022-03-03 21:06:42.440000+00:00,suremer tranquilliser,2022,3,Jeudi,Mars
949050097457561600,2022-03-03 21:06:15.732000+00:00,equilibre boost donne dps ash,2022,3,Jeudi,Mars
949049785971802173,2022-03-03 21:05:01.468000+00:00,cheese heal changer mage blanc,2022,3,Jeudi,Mars
949048995085443182,2022-03-03 21:01:52.906000+00:00,ahh,2022,3,Jeudi,Mars
949048935916371989,2022-03-03 21:01:38.799000+00:00,peplo kryb oo,2022,3,Jeudi,Mars
949045697183879248,2022-03-03 20:48:46.625000+00:00,oh,2022,3,Jeudi,Mars
949042995125170211,2022-03-03 20:38:02.404000+00:00,tank,2022,3,Jeudi,Mars
949014073754923080,2022-03-03 18:43:07.012000+00:00,deco part soiree,2022,3,Jeudi,Mars
949013985066381352,2022-03-03 18:42:45.867000+00:00,afk,2022,3,Jeudi,Mars
949005647100395520,2022-03-03 18:09:37.941000+00:00,pire mp jeu commun,2022,3,Jeudi,Mars
949005595925688350,2022-03-03 18:09:25.740000+00:00,crier,2022,3,Jeudi,Mars
949004247167561768,2022-03-03 18:04:04.171000+00:00,lag,2022,3,Jeudi,Mars
949004214275833867,2022-03-03 18:03:56.329000+00:00,sort genre benediction rarement souci,2022,3,Jeudi,Mars
948998567454994463,2022-03-03 17:41:30.022000+00:00,snif,2022,3,Jeudi,Mars
948998563403292785,2022-03-03 17:41:29.056000+00:00,sadique soir,2022,3,Jeudi,Mars
948998541219606589,2022-03-03 17:41:23.767000+00:00,lost arch,2022,3,Jeudi,Mars
948329128774479892,2022-03-01 21:21:23.403000+00:00,app,2022,3,Mardi,Mars
948328709201465364,2022-03-01 21:19:43.369000+00:00,reveille,2022,3,Mardi,Mars
948325697628299364,2022-03-01 21:07:45.354000+00:00,celibatair,2022,3,Mardi,Mars
948320523086102548,2022-03-01 20:47:11.647000+00:00,nyx temps franchement reference,2022,3,Mardi,Mars
948320323894411345,2022-03-01 20:46:24.156000+00:00,rester tranquille,2022,3,Mardi,Mars
948320279082455040,2022-03-01 20:46:13.472000+00:00,nonmai,2022,3,Mardi,Mars
948319890861862984,2022-03-01 20:44:40.913000+00:00,desolee,2022,3,Mardi,Mars
948319871459008512,2022-03-01 20:44:36.287000+00:00,vocal monde,2022,3,Mardi,Mars
948319682371395654,2022-03-01 20:43:51.205000+00:00,envie co ff,2022,3,Mardi,Mars
948316581967048724,2022-03-01 20:31:32.011000+00:00,symper,2022,3,Mardi,Mars
948316533724184647,2022-03-01 20:31:20.509000+00:00,coucou,2022,3,Mardi,Mars
947573280464859227,2022-02-27 19:17:55.123000+00:00,mince,2022,2,Dimanche,Février
947552684385378324,2022-02-27 17:56:04.635000+00:00,lorst arch,2022,2,Dimanche,Février
947519354847764560,2022-02-27 15:43:38.254000+00:00,vraiment retourner louvre maniere,2022,2,Dimanche,Février
947519276590452746,2022-02-27 15:43:19.596000+00:00,reparler rentrer,2022,2,Dimanche,Février
947519238325817396,2022-02-27 15:43:10.473000+00:00,forcemer pari,2022,2,Dimanche,Février
947519208420442133,2022-02-27 15:43:03.343000+00:00,genre vassa,2022,2,Dimanche,Février
947519200061177907,2022-02-27 15:43:01.350000+00:00,aimer dejer,2022,2,Dimanche,Février
947519176577269841,2022-02-27 15:42:55.751000+00:00,sensei moment luire,2022,2,Dimanche,Février
947519131220054036,2022-02-27 15:42:44.937000+00:00,aimer monde,2022,2,Dimanche,Février
947519095371354192,2022-02-27 15:42:36.390000+00:00,irl rentrer,2022,2,Dimanche,Février
947519045559787571,2022-02-27 15:42:24.514000+00:00,avai avai retourner,2022,2,Dimanche,Février
947519019659960340,2022-02-27 15:42:18.339000+00:00,ash reparler louvre,2022,2,Dimanche,Février
947511515936866305,2022-02-27 15:12:29.312000+00:00,pleurer,2022,2,Dimanche,Février
947509356415557632,2022-02-27 15:03:54.442000+00:00,demerde,2022,2,Dimanche,Février
947509340540125204,2022-02-27 15:03:50.657000+00:00,fai,2022,2,Dimanche,Février
947499963821195264,2022-02-27 14:26:35.073000+00:00,arriver,2022,2,Dimanche,Février
947477916684521512,2022-02-27 12:58:58.626000+00:00,pratique groupe fixx,2022,2,Dimanche,Février
947473215289184256,2022-02-27 12:40:17.726000+00:00,lutte mp haher fois barre voleusemouahhaha,2022,2,Dimanche,Février
947429185176092742,2022-02-27 09:45:20.129000+00:00,explication offrir consideration,2022,2,Dimanche,Février
947429061263773696,2022-02-27 09:44:50.586000+00:00,taire sai      absent tjrs tordre,2022,2,Dimanche,Février
947426619251892244,2022-02-27 09:35:08.365000+00:00,probleme estime probleme,2022,2,Dimanche,Février
947426315139686430,2022-02-27 09:33:55.859000+00:00,globalemer eter humeur dejer partie coucher barr,2022,2,Dimanche,Février
946338818519363654,2022-02-24 09:32:36.460000+00:00,julie heberger nommer bebe evident,2022,2,Jeudi,Février
946338544287383602,2022-02-24 09:31:31.078000+00:00,cool pessac,2022,2,Jeudi,Février
946338469876211723,2022-02-24 09:31:13.337000+00:00,ahhh,2022,2,Jeudi,Février
946337744341327913,2022-02-24 09:28:20.356000+00:00,habiter an,2022,2,Jeudi,Février
946125352395210864,2022-02-23 19:24:22.170000+00:00,test classe,2022,2,Mercredi,Février
946044519688847430,2022-02-23 14:03:10.151000+00:00,vovo,2022,2,Mercredi,Février
946044461660659792,2022-02-23 14:02:56.316000+00:00,charger,2022,2,Mercredi,Février
946044449815953438,2022-02-23 14:02:53.492000+00:00,co,2022,2,Mercredi,Février
945991431854645268,2022-02-23 10:32:13.025000+00:00,risque lager,2022,2,Mercredi,Février
945991341127651359,2022-02-23 10:31:51.394000+00:00,plaisir jouer,2022,2,Mercredi,Février
945991211058089994,2022-02-23 10:31:20.383000+00:00,nyx,2022,2,Mercredi,Février
945991197770530836,2022-02-23 10:31:17.215000+00:00,jouer forcement jouer nyx cafard franc,2022,2,Mercredi,Février
945991124584136724,2022-02-23 10:30:59.766000+00:00,telecharger jeu,2022,2,Mercredi,Février
945990101530476574,2022-02-23 10:26:55.851000+00:00,twitter,2022,2,Mercredi,Février
945990077849436171,2022-02-23 10:26:50.205000+00:00,preyforjock,2022,2,Mercredi,Février
945990039404417025,2022-02-23 10:26:41.039000+00:00,prime gratuit,2022,2,Mercredi,Février
945990009364815902,2022-02-23 10:26:33.877000+00:00,mars rapide,2022,2,Mercredi,Février
945989968445206558,2022-02-23 10:26:24.121000+00:00,lundi postuler,2022,2,Mercredi,Février
945989911276838932,2022-02-23 10:26:10.491000+00:00,candidature,2022,2,Mercredi,Février
945989836995706892,2022-02-23 10:25:52.781000+00:00,croise doigt formation mois mars,2022,2,Mercredi,Février
945989768016179281,2022-02-23 10:25:36.335000+00:00,presque lost,2022,2,Mercredi,Février
945794245846007841,2022-02-22 21:28:40.217000+00:00,noter serveur,2022,2,Mardi,Février
945794217878360196,2022-02-22 21:28:33.549000+00:00,demain temps lancerai,2022,2,Mardi,Février
945794172277899314,2022-02-22 21:28:22.677000+00:00,lost arch,2022,2,Mardi,Février
945789076408238161,2022-02-22 21:08:07.727000+00:00,rame jour repetiteur perdre vitesse telechargement,2022,2,Mardi,Février
945788915653165086,2022-02-22 21:07:29.400000+00:00,branchement fibre fibre,2022,2,Mardi,Février
945788845448921168,2022-02-22 21:07:12.662000+00:00,medoc pays gramme vent,2022,2,Mardi,Février
945782772780396554,2022-02-22 20:43:04.825000+00:00,rame,2022,2,Mardi,Février
945782735904051210,2022-02-22 20:42:56.033000+00:00,peiner tier jeu,2022,2,Mardi,Février
945782697442312243,2022-02-22 20:42:46.863000+00:00,laisse lost ark charg long,2022,2,Mardi,Février
945777775829201006,2022-02-22 20:23:13.459000+00:00,sadique,2022,2,Mardi,Février
945777584413741097,2022-02-22 20:22:27.822000+00:00,soir,2022,2,Mardi,Février
945714905418457118,2022-02-22 16:13:23.985000+00:00,espere rapide,2022,2,Mardi,Février
945701854443077652,2022-02-22 15:21:32.390000+00:00,reflechir dejer jouer ff,2022,2,Mardi,Février
945049993784463370,2022-02-20 20:11:16.698000+00:00,ahhh,2022,2,Dimanche,Février
945049777098326046,2022-02-20 20:10:25.036000+00:00,ff,2022,2,Dimanche,Février
945047959299571732,2022-02-20 20:03:11.639000+00:00,tester disperser moment,2022,2,Dimanche,Février
945047157688369192,2022-02-20 20:00:00.520000+00:00,helas,2022,2,Dimanche,Février
945030885365923891,2022-02-20 18:55:20.896000+00:00,version essai gratuite revenir mardi fevrier concerner ff esperer latence,2022,2,Dimanche,Février
944554937629671444,2022-02-19 11:24:06.113000+00:00,content sejour,2022,2,Samedi,Février
944554906587627591,2022-02-19 11:23:58.712000+00:00,part doucement,2022,2,Samedi,Février
944554883451846676,2022-02-19 11:23:53.196000+00:00,contre bras faible,2022,2,Samedi,Février
